"

Healthy Eating During Pregnancy



... good health. This section covers the key nutrients pregnant women need and where to find them. Calories. Calorie (aka ... 

      http://www.foodinsight.org/healthy-eating-pregnancy-nutrients-weight-gain-food-safety    

",http://www.foodinsight.org/healthy-eating-pregnancy-nutrients-weight-gain-food-safety,"A healthy eating pattern is very important during pregnancy. Good nutrition plays a key role in the health of both mother and baby. As a mom-to-be, you have higher nutrient needs than you did before conception. Yet the general principles of good nutritionvariety, balance, and moderationstill apply during pregnancy.This resource will help you learn how to eat healthy during pregnancy. This includes how to choose a variety of healthy foods, maintain healthy weight gain during pregnancy, and stay food-safe.Click here to downloadA Balanced DietWhat a Mom-to-Be Needs Eating a balanced diet before, during, and after pregnancy is one part of good health. This section covers the key nutrients pregnant women need and where to find them.CaloriesCalorie (aka energy for the body) needs increase during pregnancy. But eating for two only requires an additional 340 calories during the second trimester and 500 calories in the third trimester. The first trimester does not require any extra calories.Choose foods and beverages that are nutrient-dense. This means that they good sources of the building blocks your body needs. Nutrient-dense foods are full of vitamins, minerals and other nutrients. Eat variety of foods from all five food groups. These include grains, vegetables, fruits, dairy, and meat and beans. This will ensure that you and your growing baby are getting the nutrients you both need.Your nutrient and calorie needs are higher if you are carrying more than one baby. Discuss what and how much to eat with your health care provider.Key NutrientsProteinProtein helps maintain muscle and body tissue. It is also key for a babys growth  especially during the second and third trimesters. Most pregnant women should take in about 70 grams of protein every day to meet their minimum needs. Keep in mind you may need more than that. Protein requirements vary based on weight and activity level. Talk to your health care provider if you have questions about your daily protein intake. Lean meats, poultry, fish, eggs, dairy products, and legumes (beans) are good sources of protein. These foods also supply iron, B vitamins, and other important nutrients. Dried beans, lentils, nuts, and soy products like tofu are other good sources of protein.If you are vegetarian, you can meet your protein needs by eating foods that are complete protein sources. A complete protein has all the essential building blocks (amino acids) your body needs. Each day, eat a variety of protein sources to provide your body with essential amino acids. Vegetarian protein options include beans, milk, yogurt, eggs, and soy products. Greek yogurt is another great option. It has twice the amount of protein when compared to regular yogurt. Pregnant vegans are able to meet their protein needs from soy, a complete protein source. Sources of soy protein include soy milk, soy cheese, soy yogurt, tofu, and tempeh. Examples of other protein-rich vegan foods are nuts and beans (red kidney beans, chickpeas, black beans, etc.).CarbohydratesCarbohydrates are the primary source of energy for the body. Fruits, vegetables, grains, and dairy products contain carbohydrates. Whole grains are an important source of nutrients, such as dietary fiber. They also provide a variety of health benefits. Other important carbohydrate foods include enriched refined grains. These grains have the added benefit of iron and folic acid, two essential nutrients for the babys development. Many carbohydrate foods are great choices for breakfast. Including English muffins, yogurt, bagels, cereals, breads, and fruits. Other carbohydrate-containing choices for meals or snacks include crackers, bread, and pasta.Aim to get the majority of your daily calories from carbohydrates. For most people, carbohydrates should make up about 45 to 65 percent of daily calorie intake. Most pregnant and breastfeeding women need about 175-210 grams of carbohydrates per day.FatsFat is key for good nutrition, health, and storage of many important vitamins. Like carbohydrates and protein, dietary fat is an important source of energy for the body. Certain foods that contain fat supply the body with essential fatty acids. Essential fatty acids are fats that the body does not make, so they should be included in the diet. Most importantly, essential fatty acids are critical for the babys growth and development.Health experts recommend keeping total fat intake between 20 and 35 percent of total calories. Most fats should come from unsaturated sources. Sources of unsaturated fat include fish, vegetable oils (canola, soybean, olive, peanut, safflower, and sunflower oils), nuts, and flaxseeds. All women, including those who are pregnant or breastfeeding should follow these recommendations.DHA is an unsaturated fat that is important for babies brain and eye development. Pregnant women should aim to get 200 mg of DHA per day. Oily fish such as salmon and tuna contain DHA. For example, a serving of salmon (3.5 ozor roughly the size of a deck of cards) has over 1g of DHA. This is five times the recommended amount. A health care provider may recommend a dietary supplement or prenatal vitamin with DHA. For more information on eating fish during pregnancy, see the Food Safety section.CalciumCalcium is important for the growth of strong bones and teeth. Calcium intake is necessary for all women. Especially pregnant women younger than 25 years old whose bones are still growing.Pregnant women should aim to consume 1,000 mg of calcium per day. This is about three servings of calcium-rich foods. Women 18 years and younger need 1,300 mg per day, or four servings of foods high in calcium. Many women do not get enough calcium, so it is important to focus on calcium-rich foods. Women who do not consume dairy products should consider a calcium supplement or a multivitamin.Dairy products like milk, yogurt, and cheese are good sources of calcium. Non-fat (skim) and low-fat (1%) dairy have equal amounts of calcium and fewer calories than higher fat (2% and whole) dairy.Other sources of calcium include dark green, leafy vegetables, dried beans and peas, nuts and seeds, and sardines. Calcium-fortified foods and beverages are also good sources of calcium. These include some orange juices, soy milk, tofu, almond milk, and breakfast cereals. It is easiest to meet your calcium needs through dairy foods. If you are vegan, have lactose intolerance, or a milk allergy, ask your health care provider how to consume enough calcium.Pregnant women should not consume raw (unpasteurized) milk or eat foods that contain raw milk. Raw milk can increase the risk of very dangerous foodborne illnesses, including listeriosis. For more information, see the Food Safety section of this resource.Vitamin DVitamin D is important for calcium absorption, immune function and brain health. Sunlight is one source of Vitamin D. About five to ten minutes of sunlight to exposed arms or the face can supply a days worth of Vitamin D. These times can vary depending on your geographical location and skin color. Aim for fifty mcg, or 2,000 IUs, of Vitamin D per day. This goal can be met with a multivitamin. Milk or yogurt with added Vitamin D can help you meet your daily needs. Oily fish, mushrooms, fortified cereals, and dietary supplements also contain vitamin D.IronIron carries oxygen through the blood and delivers it throughout the body. It also aids in immunity, brain development, and metabolism. About 90 percent of the iron in the body is recycled every day. The growing baby also stores enough iron to last through the first few months of life.Pregnant women have an increased amount of blood in their bodies so they need more iron than non-pregnant women. Pregnant women should aim for a total of 45 mg of iron per day from foods and dietary supplements. Animal products, including red meat, fish, poultry, and eggs, are rich in iron. Other options include enriched and whole grain breads, cereals, and pasta. Green leafy vegetables, beans, nuts, eggs, and dried fruits are also a good source.The type of iron found in animal products is different from the iron found in plant sources. The body does not absorb the iron in plant sources as well as the iron in meat, fish, and poultry. But iron absorption can increase when eaten with foods high in vitamin C (like orange juice or red bell peppers). A registered dietitian can recommend iron-rich foods and foods that can help with iron absorption.Many women enter pregnancy with low iron reserves. Your health care provider may recommend iron supplementation starting at the first prenatal visit. Some women may also need screening for iron deficiency on an ongoing basis. Take iron supplements between meals, with water or juice, and not with other supplements. Substances in coffee, tea, and milk can inhibit iron absorption. Taking iron supplements at bedtime may help reduce upset stomach and/or heartburn.Folic Acid/Folate/Vitamin B 9Folic acid, a B vitamin needed to help the baby grow, is key before and throughout pregnancy. Folic acid reduces the risk of spina bifida and other birth defects of the brain and spinal cord, which are also called neural tube defects (NTDs). Folate is the term for the different forms of the nutrient found naturally in foods. Folic acid is the form used in supplements and in enriched grain products.Enriched bread, flour, pasta, rice, cereals, and other grain products are common food sources of folic acid. To see if your food contains folic acid, check food labels to see if the food contains folic acid or folate.Any woman planning to become pregnant should consume 400 micrograms (mcg) of folic acid daily to help prevent birth defects. This is along with eating foods that contain folate. Women who have had a baby with NTD in the past should take 4 mg per day of folic acid before getting pregnant again.There are many ways to meet your folate/folic acid needs. First, take a multivitamin with folic acid. Also, be sure to eat lots of fruits and vegetables, enriched grain products, legumes (such as peanuts), citrus fruits and juices.Other Food IngredientsCaffeineCoffee, tea, energy drinks, some soft drinks, chocolate, and some over-the-counter medications contain caffeine. Pregnant or not, it is important to estimate your total caffeine intake from all sources. Caffeine from foods and beverages is able to cross the placenta and becomes part of breast milk. Yet, most research finds that pregnant and nursing mothers can consume moderate amounts of caffeine safely. Moderate caffeine intake during pregnancy is about 200 mg/day, which is equal to about two 8-ounce cups of coffee or four cups of tea a day. A 12-ounce caffeinated soft drink contains about 37 mg of caffeine, while an 8-ounce energy drink has about 100 mg. It is important to read the food labels on foods and beverages to be aware of how much caffeine they contain.Some women may have heard about a link between caffeine and miscarriage. There have been many studies on whether caffeine increases miscarriage risk. Yet the results are unclear. Leading health expertsagree that200 mg caffeine perday or less during pregnancy is safe. Talk to your health care provider about your caffeine intake if you have a history of heart problems or high blood pressure.Low-calorie sweeteners Low-calorie sweeteners are safe for the general public, including pregnant women. The FDA and other leading authorities affirm their safety. Eight low-calorie sweeteners allowed for use in foods and as tabletop sweeteners. They are acesulfame potassium (Ace-K), advantame, aspartame, neotame, saccharin, sucralose, monk fruit extract, and stevia leaf extract. Studies show that they are all safe to consume during pregnancy.Anyone with phenylketonuria (PKU) must restrict their intake of phenylalanine from all sources. This includes aspartame. PKU is a genetic disorder that prevents the breakdown of phenylalanine. Phenylanine is present in aspartame and many other foods. Pregnant women who have the PKU gene but not the PKU disorder can digest aspartame safely.SodiumSodium is a very important, natural part of fluids in the human body. Sodium works with other minerals to keep water balance in the body. It is also critical for a healthy nervous system and muscle coordination.Sodium needs and limits for pregnant women are not different from the general population. The 2015 Dietary Guidelines for Americans recommend limiting sodium intake to 2,300 mg or less per day. Excessive sodium intake has been linked to high blood pressure, heart disease, stroke, and other health conditions.Other Nutrition SourcesVitamin/Mineral SupplementsA balanced diet meets most nutrient needs. Still, your health care provider may recommend you take a daily multivitamin as well. These can also be helpful if you plan to become pregnant. Taken a few months before conception, an over-the-counter prenatal vitamin may help resolve any nutritional deficiencies.More vitamin and/or mineral supplementation may be important for certain groups. For example, you may need to supplement your diet if you are a strict vegan or follow a restrictive diet. Additional supplementation may also be beneficial if you are carrying twins or triplets. Consider taking a calcium supplement (600 milligrams per day) plus Vitamin D if you are a vegan, are under 25, or do not consume dairy. Also, vitamin B12 supplements (and perhaps vitamin D and zinc) for strict vegans.Pregnant women should not take Vitamin A supplements. Excessive levels of Vitamin A could be toxic to the developing baby. You can meet your vitamin A needs with a healthful diet and a prenatal multivitamin.Herbal and Botanical SupplementsThere is no scientific evidence to support benefits from herbal and botanical products during pregnancy. In fact, some herbal products may have serious side effects for both mom and baby. For these reasons, pregnant and breastfeeding women should avoid herbal and botanical supplements.Alcohol and PregnancyDrinking alcohol during pregnancy can cause permanent physical, behavioral, and intellectual disabilities. Do not consume alcohol during pregnancy. Also, women who are trying to get pregnant should not drink alcohol. Many women do not know they are pregnant until they are four to six weeks into the pregnancy. Drinking even small amounts during this time could expose their developing baby to alcohol. Women should stop drinking alcohol as soon as they find out they are pregnant.Weight Gain during PregnancyIt is important to track your weight gain during pregnancy. This helps to make sure that both you and your baby are healthy. Women who gain too little weight are at risk of having a small baby (less than 5 1/2 pounds). Yet women who gain too much weight have a greater risk of having the baby early or having a large baby. Gaining too much weight during pregnancy may also lead to other health problems. These may include gestational diabetes, high blood pressure, and varicose veins in the mother.Pregnant women store fat to prepare for breastfeeding. If you are below your target pregnancy weight, your health care provider will carefully track your progress. Also, ask your health care provider or a registered dietitian to help with meal planning. This will help ensure that you get the nutrients and calories you need for proper weight gain.Goals for Weight GainWeight gain goals are based on pre-pregnancy weight, height, age, and usual eating patterns. Every woman and every pregnancy is unique. Your healthcare provider can help you gain weight at a healthy rate throughout pregnancy.A weight gain of 25 to 35 pounds is normal for women with a body mass index, or BMI, of 18.5 to 24.9 kg/m2 (""normal weight""). BMI is one way to determine if you are at an appropriate weight. This tool can determine how much weight you should gain during pregnancy. Women who are below healthy weight when they conceive (BMI < 18.5 kg/m2) should aim to gain about 28 to 40 pounds. Women with a BMI of 25 to 29.9 kg/m2 (""overweight"") should gain no more than 15 to 25 pounds. Go to http://www.cdc.gov/nccdphp/dnpa/bmi/ to calculate your individual BMI.Women with a BMI over 30 kg/m2 (""obese"") should gain no more than 11 to 20 pounds. If you are in this category, a health care provider or registered dietitian can help you meet these recommendations in a healthy way. Aim to meet your calorie and nutrient needs, while maintaining regular physical activity. Weight loss during pregnancy is not advised.If you are carrying more than one baby, weight gain recommendations increase. Women with a BMI of 18.5 to 24.9 kg/m2 should gain 37-54 pounds. Women with a BMI of 25 to 29.9 kg/m2 should gain 31-50 pounds. Women with a BMI over 30 kg/m2 should aim to gain 25-42 pounds. There are no set guidelines for weight gain for underweight (BMI less than 18.5 kg/m2) women carrying more than one baby. Work closely with your health care provider to ensure proper weight gain.Pattern of Weight GainPatterns of weight gain during pregnancy are as important as total weight gain. Your health care provider will keep records of your height and weight starting on the first prenatal visit. Regular weigh-ins will be recorded at each visit to make sure you are gaining weight at the proper rate.Weight maintenance or slight weight losses are normal during the first trimester (or first 13 weeks) of pregnancy. But most women should expect to gain about four to five pounds during the first trimester. Weight gain should come from the nutrient-rich foods described earlier in this resource. Listen to your bodys signals and stop eating when you feel full. This will help keep you from overeating because youre eating for two.Women with healthy pre-pregnancy weights should gain about one pound a week during the second and third trimesters. Women who are underweight before conception should gain a little more than one pound per week. Those who were initially overweight should gain at a slower rate (a little more than a half a pound per week).Food Cravings and AversionsFood cravings and dislikes of certain foods are common during pregnancy. There is no evidence that food cravings are linked to nutritional deficiencies. Their cause remains a mystery. It is acceptable to meet your food cravings within reason. Especially when they supply nutrients to the diet.In rare cases, some pregnant women crave nonfood substances. This is a disorder called pica. The consumption of nonfood items can be dangerous for both mother and baby. In some cases, pica involves eating large amounts of nonfood. This can prevent you from getting enough calories or nutrients to stay healthy. Examples of these nonfood items include clay, starch, ice, coffee grounds, or baking soda. If you experience nonfood cravings, talk to your health care provider right away. These symptoms may be a sign of nutrient deficiency (such as Iron), and may need to be treated with an additional supplement.Physical ActivityPhysical activity is another critical part of good health. Include 30 minutes or more of moderate physical activity on most, if not all, days of the week. Try activities like walking or swimming. But avoid activities that have a high risk of falling or injury. If you already do vigorous activities (like running), you can continue them throughout your pregnancy. Discuss adjustments to the activity with your health care provider. Some women cannot fit 30 minutes of one time at one time into their schedules. Feel free to split up the time into three 10-minute intervals throughout the day.Being Smart About Food Safety Food safety is important for everyone. There are certain foods that pose an extra risk to pregnant women and their unborn babies. In particular, pregnant women should be aware of their increased risk of listeriosis.Listeriosis Listeriosis is a dangerous infection caused by bacteria often found in soil, ground water, and on plants. Refrigerated, ready-to-eat foods such as meat, poultry, seafood, and dairy may contain listeria. Also, unpasteurized (raw) milk and products made with raw milk may contain these bacteria. Listeria can be dangerous for pregnant women and their unborn babies. Listeriosis, the infection caused by listeria, can cause many dangers for mother and baby. These include premature delivery, miscarriage, fetal death, and severe illness of the newborn.Symptoms of listeriosis can take a few days or even weeks to appear and can be mild. You may not even know you have listeriosis. This makes practicing proper food safety even more critical. Listeriosis can have flu-like symptoms at first. These include sudden onset of fever, chills, muscle aches, diarrhea, and/or upset stomach. Other symptoms could include headache, stiff neck, confusion, loss of balance, or convulsions. A blood test can determine if you have listeriosis, and it can be treated with antibiotics. This can also prevent the fetus from contracting the infection.Avoid certain foods during pregnancy to prevent listeriosis. These include:Hot dogs, luncheon or deli meats, unless they are reheated until steaming hot.Soft cheeses such as feta, Brie, Camembert, and blue-veined cheeseSoft Mexican-style cheeses (queso blanco fresco). Unless they are labeled as made with pasteurized milk.Deli salads such as ham salad, chicken salad, egg salad, tuna salad, or seafood salad.Refrigerated meat-based pt or spreads.Refrigerated smoked seafood, unless it is an ingredient in a cooked dish such as a casserole.Raw (unpasteurized) milk or foods that contain unpasteurized milk.Mercury in FishFish contains high-quality protein and other essential nutrients. It is also low in saturated fat, and contains healthy omega-3 fats. These fats contribute to heart health, brain development and childrens proper growth and development. The 2015 Dietary Guidelines encourage pregnant and breastfeeding women to eat a 2-3 meals (8-12 ounces) of seafood each week.All popular types of fish in the U.S. are healthy, low in mercury and safe to eat during pregnancy. These include salmon, tuna (light canned), and tilapia. All seafood contains trace (very, very small) amounts of mercury. But only four types of fish should be avoided during pregnancy due to their mercury content. These higher-mercury fish are tilefish, shark, swordfish, and king mackerel.ConclusionFood has a big role in maintaining the health of both mothers and their babies. Practice good nutrition and food safety habits during pregnancy. These can have lifelong benefits for you and your child. Eat a mix of whole grains, fruits, vegetables, low-fat dairy, lean meats, and beans. All food groups provide essential nutrients to your diet. Also, remember that certain foods may pose health risks to the mother and unborn baby. Choose foods based on the principles of balance, variety, and moderation. This is the best approach to enjoying a healthy eating plan during pregnancy and for a lifetime.A Message from the American Academy of Physician Assistants (AAPA)PAs are licensed health professionals, and valued members of a health care team that includes a supervising physician. PAs deliver a broad range of medical and surgical services to diverse populations. They can diagnose and treat illnesses, order and interpret tests, develop treatment plans, and write prescriptions in all 50 states, the District of Columbia, and all U.S. territories, with the exception of Puerto Rico. PAs also counsel on preventive health care and assist in surgery.AAPA is the only national organization to represent the nations more than 108,500 physician assistants in all clinical specialties. Founded in 1968, the Academy works to promote quality, cost-effective health care, and the professional and personal growth of PAs. For more information about the Academy and the PA profession, visit AAPAs Web site, www.aapa.org."
"

Healthy Mother, Healthy Baby: Prenatal Nutrition 101



... While pregnant, eating a healthy diet is crucial to making sure your baby is getting all the essential nutrients to develop properly. ... 

      http://www.foodinsight.org/prenatal-nutrition-101-healthy-baby-mother    

",,
"

pregnancy | IFIC Foundation



... So long sushi. RIP Thursday happy hour. This was the beginning of my eulogy to food once I found out I was pregnant. ... 

      http://www.foodinsight.org/tags/pregnancy    

",http://www.foodinsight.org/tags/pregnancy,
"

Be Food Safe During Pregnancy



... safety plays an integral role. But there is more to eating safe while pregnant than meets the eye. Here are some fears and ... 

      http://www.foodinsight.org/blogs/be-food-safe-during-pregnancy    

",http://www.foodinsight.org/blogs/be-food-safe-during-pregnancy,"Sign-up for our monthly Food Insight Newsletter to get the latest updates on nutrition, food safetyand more."
"

Attention Moms-to-Be: No need to put down your cup of Joe!



        By Kerry Robinson, RD Date: 8/18/10 New moms and pregnant women who can't imagine a morning without their cup of coffee can breathe a sigh ... 

      http://www.foodinsight.org/blogs/attention-moms-be-no-need-put-down-your-cup-joe    

",,
"

Children - IFIC Foundation - Your Nutrition and Food Safety ...



        CHILDREN Are foods produced through biotechnology safe for children and pregnant women? ... 

      http://www.foodinsight.org/media/children    

",http://www.foodinsight.org/media/children,"Sign-up for our monthly Food Insight Newsletter to get the latest updates on nutrition, food safetyand more."
"

healthy



... health. This section covers the key nutrients pregnant women need and where to find them. Calories ... trimesters. Most pregnant women ... 

      http://www.foodinsight.org/sites/default/files/Healthy%20Eating%20FINAL%20Web.pdf    

",http://www.foodinsight.org/sites/default/files/Healthy%20Eating%20FINAL%20Web.pdf,
"

NewsBite: Attention Moms-To-Be: No need to put down your ...



        New moms and pregnant women who can't imagine a morning without their cup of coffee can breathe a sigh of relief—new guidelines from the ... 

      http://www.foodinsight.org/newsletters/newsbite-attention-moms-be-no-need-put-down-your-cup-joe    

",http://www.foodinsight.org/newsletters/newsbite-attention-moms-be-no-need-put-down-your-cup-joe,"Sign-up for our monthly Food Insight Newsletter to get the latest updates on nutrition, food safetyand more."
"

DURING PREGNANCY



... Recommended Weight Gain FOR PREGNANT WOMEN BY PRE-PREGNANCY BODY MASS INDEX (BMI)* ... that it is safe for both pregnant and ... 

      http://www.foodinsight.org/Content/3651/RevisedHealthyEatingPregnancy809.pdf    

",http://www.foodinsight.org/Content/3651/RevisedHealthyEatingPregnancy809.pdf,
"

Everything You Need to Know About Aspartame - IFIC ...



... Can pregnant and breastfeeding women consume aspartame? Yes. Foods and beverages containing aspartame can be ... 

      http://www.foodinsight.org/articles/everything-you-need-know-about-aspartame    

",http://www.foodinsight.org/articles/everything-you-need-know-about-aspartame,"What is Aspartame?Reviewed by theAmerican Academy of Physician Assistants			Download thePDFto view this entire brochure.Aspartame is a low-calorie sweetener that provides sweetness to foods and beverages without adding significant calories. Nutrition and fitness experts agree that balancing the calories you consume with the calories you burn is important for health. Aspartame can play a role in weight management programs that combine sensible nutrition and physical activity.Aspartame has been studied extensively and has been found to be safe by experts and researchers. Government agencies worldwide, including the U.S. Food and Drug Administration (FDA), have also reviewed the science and found aspartame to be safe for human consumption.Aspartame consists of two amino acids (the building blocks of protein)  phenylalanine and aspartic acid. It is about 200 times sweeter than sugar, so very small amounts of aspartame are needed to provide the same sweet taste. Aspartame is available as a tabletop sweetener and in many products, including a variety of beverages, dairy products, canned fruits, desserts, confections, sauces and dressings. In addition to helping with weight management, aspartame does not cause dental cavities and may be consumed by people with diabetes.How many calories are in aspartame?Aspartame has four calories per gram. However, because it is 200 times sweeter than sugar, aspartame is used in very small amounts, thus adding almost no calories to foods and beverages. As a result, when aspartame is substituted for calorie-containing sweeteners, total calories in foods and beverages are significantly reduced (and sometimes eliminated entirely, such as in diet soda, tea, and flavored seltzer water). It is important to remember that there are other sources of calories in many foods and beverages  sugar-free does not always mean calorie-free. The calorie content of a food or beverage can be found in the Nutrition Facts Panel located on the product label.How does aspartame fit into a healthful diet?Aspartame and other low-calorie sweeteners add sweetness to foods and beverages without adding significant calories. Substituting aspartame for sugar or other calorie-containing sweeteners, like agave nectar and honey, can help people consume fewer calories throughout the day. For example, drinking just one aspartame-sweetened soft drink (look for diet versions of your favorite beverages, which often contain aspartame and/or another low-calorie sweetener) instead of a regular soft drink saves about 150 calories  see the chart to the right for other examples of calorie savings that can be achieved with aspartame-sweetened foods and beverages. These calorie savings can add up over time. Several studies have shown that such changes can reduce daily calories and help with weight loss and weight management.Is aspartame safe to consume?Yes. The FDA has confirmed that aspartame is safe for the general population, including certain sub-populations like children, people with diabetes and women who are pregnant or nursing. The single exception is individuals with a rare hereditary condition called phenylketonuria (PKU). People with PKU cannot metabolize phenylalanine, an amino acid that is found in aspartame, as well as meat, beans, and many other foods. Individuals with PKU should avoid foods containing phenylalanine, including aspartame. Foods and beverages sweetened with aspartame carry a statement on the label to alert people who have PKU to the presence of phenylalanine.The safety of aspartame is supported by government bodies and leading independent health groups around the globe. Some of the many groups that have made official statements confirming the safety of aspartame include the American Diabetes Association, the American Dietetic Association, and the National Cancer Institute of the National Institutes of Health (NIH). Anecdotal reports of negative effects are not supported by the large body of scientific evidence and have not warranted any changes to aspartames use in countries worldwide (see Aspartames Global Safety Recognition on the back of this brochure).More than 200 studies support the safety of aspartame. Experts, researchers and government bodies agree that people (other than individuals with PKU) can consume a variety of foods and beverages sweetened with aspartame on a daily basis without concern.A large body of well-designed and widely-accepted research has found no association between aspartame and cancer. This conclusion has been re-affirmed recently by leading health and food safety regulatory authorities around the world, including the European Food Safety Authority (EFSA) and FDA. A few isolated studies in laboratory rats and mice have alleged a link between aspartame and cancer; however, leading scientists and regulatory agencies in the U.S. and internationally have found that the conclusions of these studies are not valid, due to significant problems with the design and interpretation of the studies.Can people who have diabetes consume sweet foods and beverages containing aspartame?Yes. Foods and beverages containing aspartame are safe for people who have diabetes. Products containing aspartame provide sweet, good-tasting options that are low in carbohydrates, which are useful for people who have diabetes and who must monitor their carbohydrate intake.People who have diabetes should talk with a registered dietitian, health care professional, and/ or certified diabetes educator for advice on incorporating foods and beverages containing low-calorie sweeteners into their diets.Can pregnant and breastfeeding women consume aspartame?Yes. Foods and beverages containing aspartame can be part of a healthful diet for pregnant and breastfeeding women. Research has shown that aspartame has no adverse effects on expecting or nursing mothers. For women who consumed moderate amounts of foods and beverages containing low-calorie sweeteners before becoming pregnant, theres no need to eliminate them; however, they should also be sure to consume the necessary nutrients for their babys growth during pregnancy and breastfeeding as advised by their physician or health care professional.Does aspartame cause weight gain?No. Several studies have shown that low-calorie sweeteners, such as aspartame, can actually aid in weight loss and/or weight management when combined with a balanced diet and regular physical activity. For example, a study of people participating in a comprehensive weight loss program found that those who replaced products sweetened with sugar with those sweetened with aspartame lost weight. Aspartame also appeared to help with long-term weight maintenance.A few small studies measuring self-reported hunger for a few hours in subjects who unknowingly consumed aspartame have suggested that low-calorie sweeteners may lead to cravings and/or weight gain. However, carefully designed studies that placed low-calorie sweeteners, including aspartame, into the diet over a period of weeks, without the subjects knowledge, have repeatedly reported reduced calorie intake and body weight. Such studies affirm that low-calorie sweeteners like aspartame are useful as weight loss/weight management aids.Is aspartame safe for children?Yes. There is no evidence that aspartame is harmful to children or other members of the general population (again, except for those with PKU). In fact, foods and beverages containing aspartame can be part of a healthful meal plan for children when included as part of a balanced diet rich in nutrients. It can be challenging to put together good-tasting, healthful meals and snacks for children and adolescents that provide important nutrients, but not a lot of extra calories. Incorporating some low-calorie, sugar-free foods and beverages may help improve the overall quality of the diet, while helping to keep weight in check. Registered dietitians and physicians can help parents make the right choices based on the childs individual calorie and nutrition needs.Aspartames Global Safety RecognitionAspartame was approved by the U.S. Food and Drug Administration (FDA) in 1981 for use in foods, followed by approval for use in beverages in 1983. In 1996, aspartame was approved as a general purpose sweetener. Prior to its approval, aspartame underwent a thorough scientific review, and regulators consider it one of the most widely-tested ingredients in the food supply. It is now approved for use in 136 countries worldwide. Examples of government and scientific groups that have reviewed aspartames safety include:European Food Safety Authority (EFSA)U.S. Food and Drug Administration (FDA)Food and Agriculture Organization (FAO)/ World Health Organization (WHO) Joint Expert Committee on Food Additives (JECFA)Health CanadaFood Standards Australia/New Zealand (FSANZ)Foods and Beverages That May Contain AspartameMore than 6,000 products marketed in more than 100 countries worldwide use aspartame as a sweetener. These food and beverage products include some:Carbonated and other beverages (juices, iced tea, flavored waters, etc.)CerealsChewing gumsDairy products (low-fat flavored milk, light yogurt, etc.)Canned fruitsDesserts (light pudding, light ice cream, popsicles, etc.)Nutrition barsSyrups and fruit spreadsTabletop sweetenersAspartame is not very heat stable; therefore, it is not recommended for use in baking or in cooking methods that require extended exposure to high temperatures. Although there is no safety concern with doing so, the flavor breaks down, reducing the sweetness of the final product. Aspartame is typically used in prepared foods and beverages that do not require heating during preparation. Aspartame can also be added to a cup of coffee or tea."
